Class_ID,Node_Count
0,1
1,1
2,1
3,1
4,1
5,2
6,1
7,1
8,2
9,1
10,2
11,1
12,1
13,1
14,1
15,1
16,1
17,2
18,1
19,2
20,1
21,2
22,2
23,4
24,1
25,2
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,2
34,2
35,2
36,2
37,1
38,1
39,1
40,2
41,1
42,1
43,1
44,1
45,1
46,2
47,1
48,1
49,1
50,1
51,2
52,2
53,3
54,1
55,3
56,2
57,1
58,1
59,1
60,2
61,1
62,1
63,1
64,1
65,2
66,1
67,2
68,2
69,1
70,2
71,1
72,1
73,1
74,1
75,1
76,1
77,2
78,2
79,1
80,1
81,1
82,2
83,2
84,1
85,1
86,1
87,1
88,1
89,2
90,1
91,2
